Code;Classification;Cause;Measures to take when an alert occurs;Estimated abnormal parts;Correction;Note;Solution;Faulty part isolation DIPSW;Control during the detachment
C-1A54;TU-510: MK-765 abnormality, TU-510 abnormality;An abnormality detection signal (ICP cut out) is detected in the scraps conveyance fan 1 (FM401), the scraps conveyance fan 2 (FM402), the scraps conveyance fan 3 (FM403), and the inside machine cooling fan (FM005).;when an alert occurs The main body and the option stop immediately.;• Scraps conveyance fan 1 (FM401) • Scraps conveyance fan 2 (FM402) • Scraps conveyance fan 3 (FM403) • Inside machine cooling fan (FM005);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the connector connection between PCB1 and FM401, CN143 of PCB1, CN671 (Relay connector), CN652 of FM401, and the wiring. Then repair it when there is any abnormality. 2. Check the connector connection between PCB1 and FM402, CN143 and CN141 of PCB1, CN671 (Relay connector), CN653 of FM402, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between PCB1 and FM403, CN143 and CN141 of PCB1, CN671 (Relay connector), CN654 of FM403, and the wiring. Then repair it when there is any abnormality. 4. Check the connector connection between PCB1 and FM005, CN143 of PCB1, CN301 (Relay connector), CN504 of FM005, and the wiring. Then repair it when there is any abnormality. 5. Rotate FM401, FM402, FM403 and FM005 by hand, and repair it when there is any abnormality. 6. Replace FM401, FM402, FM403, and FM005. 7. Replace PCB1.;DIPSW79-4, DIPSW79-7;The use of the CD trimmer and the MK-765 is unavailable.
C-1A55;TU-510: TU-510 abnormality;An error detection signal of the inside machine cooling fan (FM005) is detected.;when an alert occurs The main body and the option stop immediately.;• Inside machine cooling fan (FM005) • TU control board (PCB1);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the connector connection between PCB1 and FM005, CN143 of PCB1, CN301 (Relay connector), CN504 of FM005, and the wiring. Then repair it when there is any abnormality. 2. Rotate FM005 by hand or the IO Check (67-42), and repair it when there is any abnormality. 3. Replace FM005. 4. Replace PCB1.;DIPSW79-4;Paper exit tray function and reverse function unavailable
C-1A56;TU-510: CR-103 abnormality;After the creaser motor (M304) starts the home position search operation, the creaser home sensor (PS148) does not become active within a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Creaser motor (M304) • Creaser home sensor (PS148) • Creaser drive board (PCB4-2) • TU control board (PCB1);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the connector connection between PCB1 and PCB4-2, CN14 of PCB1, CN492 (relay connector), CN601B (relay connector) of PCB4-2, CN611 and the wiring. Then repair it when there is any abnormality. 2. Check the connector connection between PCB4-2 and M304, CN612 of PCB4-2, CN650 of M304, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between PCB4-2 and PCB1, CN110 of PCB4-2, CN376D (relay connector), CN416 (relay connector), CN489 (relay connector), CN371 (relay connector), CN35 of PCB1, and the wiring. Then repair it when there is any abnormality. 4. Check the connector connection between PCB4-2 and DCPS4, CN110 of PCB4-2, CN376D (relay connector), CN416 (relay connector), CN489 (relay connector), CN446 (relay connector), CN88 of DCPS4, and the wiring. Then repair it when there is any abnormality. 5. Check the IO Check (67-37) of M304 or the gear coupling, and repair it when there is any abnormality. 6. Replace PS148. 7. Replace M304. 8. Replace PCB4-2. 9. Replace PCB1.;Control while detached;
C-1A57;TU-510: MK-765 abnormality;A rotation error detection signal is detected continuously for the specified period of time while the scraps conveyance fan 1 (FM401) is started or driving.;when an alert occurs The main body and the option stop immediately.;• Scraps conveyance fan 1 (FM401) • TU control board (PCB1);Press the help key to activate and deactivate the sub power switch (SW2) of the main body.;"- The message """"Please call service"""" and """"Press [Help] to disengage"""" are displayed alternately on the touch panel. - When you press the help key, the message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PCB1 and FM401, CN143 of PCB1, CN671 (relay connector), CN652 of FM401, and the wiring. Then repair it when there is any abnormality. 2. Rotate FM401 by hand. Then repair it when there is any abnormality. 3. Replace FM401. 4. Replace PCB1.;DIPSW79-7 Control while detached The CD trim, the 2-side slitter, and the TU-504 are unavailable.;
C-1A58;TU-510: MK-765 abnormality;A rotation error detection signal is detected continuously for the specified period of time while the scraps conveyance fan 2 (FM402) is started or driving.;when an alert occurs The main body and the option stop immediately.;• Scraps conveyance fan 2 (FM402) • TU control board (PCB1);Press the help key to activate and deactivate the sub power switch (SW2) of the main body.;"- The message """"Please call service"""" and """"Press [Help] to disengage"""" are displayed alternately on the touch panel. - When you press the help key, the message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PCB1 and FM402, CN143 and CN141 of PCB1, CN671 (relay connector), CN653 of FM402, and the wiring. Then repair it when there is any abnormality. 2. Rotate FM402 by hand. Then repair it when there is any abnormality. 3. Replace FM402. 4. Replace PCB1.;DIPSW79-7 Control while detached The CD trim, the 2-side slitter, and the TU-504 are unavailable.;
C-1A59;TU-510: MK-765 abnormality;A rotation error detection signal is detected continuously for the specified period of time while the scraps conveyance fan 3 (FM403) is started or driving.;when an alert occurs The main body and the option stop immediately.;• Scraps conveyance fan 3 (FM403) • TU control board (PCB1);Press the help key to activate and deactivate the sub power switch (SW2) of the main body.;"- The message """"Please call service"""" and """"Press [Help] to disengage"""" are displayed alternately on the touch panel. - When you press the help key, the message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PCB1 and FM403, CN143 and CN141 of PCB1, CN671 (relay connector), CN654 of FM403, and the wiring. Then repair it when there is any abnormality. 2. Rotate FM403 by hand. Then repair it when there is any abnormality. 3. Replace FM403. 4. Replace PCB1.;DIPSW79-7 Control while detached The CD trim, the 2-side slitter, and the TU-504 are unavailable.;
C-1A60;TU-510: TU-510 conveyance guide detection abnormality;Detection abnormality of the slot 1 set sensor (PS236), the slot 2 set sensor (PS237), and the slot 3 set sensor (PS238).;when an alert occurs The main body and the option stop immediately.;• Slot 1 set sensor (PS236) • Slot 2 set sensor (PS237) • Slot 3 set sensor (PS238) • Drive boards of the optional units that are installed to the slot 1 to the slot 3 • TU drive board (PSB2) • TU control board (PCB1);Press the help key to activate and deactivate the sub power switch (SW2) of the main body.;"- The message """"Please call service"""" and """"Press [Help] to disengage"""" are displayed alternately on the touch panel. - When you press the help key, the message """"Please turn on power again"""" is displayed on the touch panel.";1. Check that the conveyance guides are installed to the slot 2 and the slot 3, and install them when they are not installed. 2. Check the installation state of the conveyance guides of the slot 2 and the slot 3, and repair it when there is any abnormality. 3. Check the connector connection between PCB1 and PCB2, CN31A of PCB1, CN493A (relay connector), CN60A of PCB2, CN33B of PCB1, CN495B (relay connector), CN58B of PCB2, and the wiring. Then repair it when there is any abnormality. 4. Check the connector connection between PCB2 and PS236, CN134 and CN135 of PCB2, CN402 (relay connector), CN351 of PS236, and the wiring. Then repair it when there is any abnormality. 5. Check the connector connection between PCB2 and PS237, CN134 and CN135 of PCB2, CN401 (relay connector), CN352 of PS237, and the wiring. Then repair it when there is any abnormality. 6. Check the connector connection between PCB2 and PS238, CN134 and CN135 of PCB2, CN400 (relay connector), CN353 of PS238, and the wiring. Then repair it when there is any abnormality. 7. Check the IO Check (65-86, 65-87, 65-88) of PS236 to PS238, and repair it when there is any abnormality. 8. Check the connector connection between PCB1 and PCB3-1, CN35 of PCB1, CN371 (relay connector), CN489 (relay connector), CN412 (relay connector), CN374D (relay connector), CN70-1 of PCB3-1, and the wiring. Then repair it when there is any abnormality. 9. Check the connector connection between PCB1 and PCB3-2, CN35 of PCB1, CN371 (relay connector), CN489 (relay connector), CN416 (relay connector), CN376D (relay connector), CN70-2 of PCB3-2, and the wiring. Then repair it when there is any abnormality. 10. Check the connector connection between PCB1 and PCB4-1, CN35 of PCB1, CN371 (relay connector), CN489 (relay connector), CN414 (relay connector), CN375D (relay connector), CN110 of PCB4-1, and the wiring. Then repair it when there is any abnormality. 11. Check the connector connection between PCB1 and PCB4-2, CN35 of PCB1, CN371 (relay connector), CN489 (relay connector), CN416 (relay connector), CN376D (relay connector), CN110 of PCB4-2, and the wiring. Then repair it when there is any abnormality. 12. Check the connector connection between PCB1 and PCB5-1, CN35 of PCB1, CN371 (relay connector), CN489 (relay connector), CN416 (relay connector), CN605D (relay connector), CN376D (relay connector), CN70-4 of PCB5-1, and the wiring. Then repair it when there is any abnormality. 13. Check the connector connection between PCB1 and PCB5-2, CN35 of PCB1, CN371 (relay connector), CN489 (relay connector), CN414 (relay connector), CN608D (relay connector), CN375D (relay connector), CN70-5 of PCB5-2, and the wiring. Then repair it when there is any abnormality. 14. Replace PS236, PS237, and PS238. 15. Replace the drive board of each unit. 16. Replace PCB2. 17. Replace PCB1.;Control while detached;
C-1A61;TU-510: MK-765 abnormality;While the power is active, the belt rotation sensor (PS250) detects abnormalities three times in succession.;when an alert occurs The main body and the option stop immediately.;• Scraps conveyance motor (M138) • TU control board (PCB1);Press the help key to activate and deactivate the sub power switch (SW2) of the main body.;"- The message """"Please call service"""" and """"Press [Help] to disengage"""" are displayed alternately on the touch panel. - When you press the help key, the message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PCB1 and M138, CN121 of PCB1, CN321 (relay connector), CN651 of M138, and the wiring. Then repair it when there is any abnormality. 2. Check the connector connection between PCB1 and PS250, CN123 of PCB1, CN439 (relay connector), CN512 (relay connector), CN503 (relay connector), CN618 of PS250, and the wiring. Then repair it when there is any abnormality. 3. Check the IO Check (67-39) of M138 or the gear coupling, and repair it when there is any abnormality. 4. Replace PS250. 5. Replace M138. 6. Replace PCB1.;DIPSW79-7 Control while detached The CD trim, the 2-side slitter, and the TU-504 are unavailable.;
C-2001;Main body: Communication error;Printer control board (PRCB) communication abnormality. The sending ring buffer for the high precision drive is full. Alternatively, a line status error and a checksum error occur on the data that are received from the high precision drive. Furthermore, the upstream communication abnormality signal of the high precision drive is received.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);Deactivate and activate the sub power switch (SW2) of the main body.;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Prior check • On [Service Mode] ? [Firmware Version] ? [Firmware Version], make sure that the version of [Printer Sub CPU D1] is displayed. 2. Replace PRCB.;;
C-2004;Main body: Communication error;Printer control board (PRCB) communication abnormality. The downstream communication abnormality signal of the high precision drive is received.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);Deactivate and activate the sub power switch (SW2) of the main body.;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Prior check • On [Service Mode] ? [Firmware Version] ? [Firmware Version], make sure that the version of [Printer Sub CPU D1] is displayed. 2. Replace PRCB.;;
C-2005;Main body: CPU application abnormality;The high precision ROM abnormality is detected.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);Deactivate and activate the sub power switch (SW2) of the main body.;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Prior check • On [Service Mode] ? [Firmware Version] ? [Firmware Version], make sure that the version of [Printer Sub CPU D1] is displayed. 2. Replace PRCB.;;
C-2201;Main body: Developing motor/Y abnormality;When the developing motor/Y (M5) is active, an error detection signal of M5 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Developing motor/Y (M5);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the connector connection between PRCB and M5, and the wiring. Then repair it when there is any abnormality. 2. Check the IO Check (50-00) of the M5 and the coupling of the gear, and repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 20-E) 3. Replace M5 and PRCB.;;
C-2202;Main body: Developing motor/M abnormality;When the developing motor/M (M6) is active, an error detection signal of M6 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Developing motor/M (M6);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the connector connection between PRCB and M6, and the wiring. Then repair it when there is any abnormality. 2. Check the IO Check (50-05) of the M6 and the coupling of the gear, and repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 19-E) 3. Replace M6 and PRCB.;;
C-2203;Main body: Developing motor/C abnormality;When the developing motor/C (M7) is active, an error detection signal of M7 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Developing motor/C (M7);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the connector connection between PRCB and M7, and the wiring. Then repair it when there is any abnormality. 2. Check the IO Check (50-10) of the M7 and the coupling of the gear, and repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 19-E) 3. Replace M7 and PRCB.;;
C-2204;Main body: Developing motor/K abnormality;When the developing motor/K (M8) is active, An error detection signal of M8 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Developing motor/K (M8);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the connector connection between PRCB and M8, and the wiring. Then repair it when there is any abnormality. 2. Check the IO Check (50-15) of the M8 and the coupling of the gear, and repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 18-E) 3. Replace M8 and PRCB.;;
C-2211;Main body: Drum motor/Y abnormality;When the drum motor/Y (M1) is active, an error detection signal of M1 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Drum motor/Y (M1) • Encoder sensor/Y1 (PS52), Encoder sensor/Y2 (PS53) • DC power supply/2 (DCPS2) • Drum unit/Y • Drum encoder/Y;;"- The message """"Please call service"""" is displayed on the panel.";1. Check the drum unit and repair or replace it when there is any abnormality 2. Check the connector connection between PRCB, and M1 and PS52, PS53, and the wiring. Then repair it when there is any abnormality. 3. Check the IO Check (41-00) of the M1 and the coupling of the gear, and repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 15-N) 4. Check the connector connection between DCPS2 and PRCB, and the wiring. Then repair it when there is any abnormality. 5. Check the skew, the status of the slit, damage, dust of the drum encoder. Repair or replace it when there is any abnormality. 6. Replace PS52 and PS53. 7. Replace M1. 8. Replace PRCB. 9. Replace DCPS2.;;
C-2212;Main body: Drum motor/M abnormality;When the drum motor/M (M2) is active, an error detection signal of M15 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Drum motor/M (M2) • Encoder sensor/M1 (PS54), Encoder sensor/M2 (PS55) • DC power supply/2 (DCPS2) • Drum unit/M • Drum encoder/M;;"- The message """"Please call service"""" is displayed on the panel.";1. Check the drum unit and repair or replace it when there is any abnormality 2. Check the connector connection between PRCB, and M2 and PS54, PS55, and the wiring. Then repair it when there is any abnormality. 3. Check the IO Check (41-05) of the M2 and the coupling of the gear, and repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 15-N) 4. Check the connector connection between DCPS2 and PRCB, and the wiring. Then repair it when there is any abnormality. 5. Check the skew, the status of the slit, damage, dust of the drum encoder. Repair or replace it when there is any abnormality. 6. Replace PS54 and PS55. 7. Replace M2. 8. Replace PRCB. 9. Replace DCPS2.;;
C-2213;Main body: Drum motor/C abnormality;When the drum motor/C (M3) is active, an error detection signal of M3 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Drum motor/C (M3) • Encoder sensor/C1 (PS57), Encoder sensor/C2 (PS56) • DC power supply/2 (DCPS2) • Drum unit/C • Drum encoder/C;;"- The message """"Please call service"""" is displayed on the panel.";1. Check the drum unit and repair or replace it when there is any abnormality 2. Check the connector connection between PRCB, and M3 and PS56, PS57, and the wiring. Then repair it when there is any abnormality. 3. Check the IO Check (41-10) of the M3 and the coupling of the gear, and repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 16-N) 4. Check the connector connection between DCPS2 and PRCB, and the wiring. Then repair it when there is any abnormality. 5. Check the skew, the status of the slit, damage, dust of the drum encoder. Repair or replace it when there is any abnormality. 6. Replace PS56 and PS57. 7. Replace M3. 8. Replace PRCB. 9. Replace DCPS2.;;
C-2214;Main body: Drum motor/K abnormality;When the drum motor/K (M4) is active, an error detection signal of M4 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Drum motor/K (M4) • Encoder sensor/K1 (PS58), Encoder sensor/K2 (PS59) • DC power supply/2 (DCPS2) • Drum unit/K • Drum encoder/K;;"- The message """"Please call service"""" is displayed on the panel.";1. Check the drum unit and the lubricant applying roller, and repair or replace it when there is any abnormality 2. Check the connector connection between PRCB, and M4 and PS58, PS59, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection of PRCB and the wiring, and repair it when there is any abnormality. 4. Check the IO Check (41-15) of the M4 and the coupling of the gear, and repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 17-N) 5. Check the connector connection between DCPS2 and PRCB, and the wiring. Then repair it when there is any abnormality. 6. Check the skew, the status of the slit, damage, dust of the drum encoder. Repair or replace it when there is any abnormality. 7. Replace PS58 and PS59. 8. Replace M4. 9. Replace PRCB. 10. Replace DCPS2.;;
C-2220;Main body: Transfer belt unit abnormality;When the intermediate transfer motor (M9) is active, an error detection signal of M9 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Intermediate transfer motor (M9) • Intermediate transfer belt encoder sensor (PS49) • DC power supply/2 (DCPS2) • Intermediate transfer unit • Intermediate transfer belt encoder;;"- The message """"Please call service"""" is displayed on the panel.";1. Check the intermediate transfer unit and repair and replace it when there is any abnormality. 2. Check the connector connection between PRCB and M9, PS49, and the wiring. Then repair it when there is any abnormality. 3. Check the IO Check (41-20) of the M9 and the coupling of the gear, and repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 21-N) 4. Check the connector connection between DCPS2 and PRCB, and the wiring. Then repair it when there is any abnormality. 5. Check the skew, the status of the slit, damage, dust of the intermediate transfer belt encoder. Repair or replace it when there is any abnormality. 6. Replace M9. 7. Replace PS49. 8. Replace DCPS2. 9. Replace PRCB.;;
C-2221;Main body: 1st transfer pressure release abnormality;The pressure release initial operation, pressure operation, release operation of the 1st transfer roller are not completed within a specified period of time.;when an alert occurs The main body and the option stop immediately.;• DC power supply/1 (DCPS1) • Printer control board (PRCB) • 1st transfer pressure release motor (M10) • 1st transfer pressure sensor/1 (PS50) • 1st transfer pressure sensor/2 (PS51);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the 1st transfer fusing pressure release section, and clean or repair it when there is any abnormality. 2. Check the connector connection between PRCB and PS50, PS51, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between DCPS1 and M10, and the wiring. Then repair it when there is any abnormality. 4. Check the connector connection between DCPS1 and PRCB, and the wiring. Then repair it when there is any abnormality. 5. Check the IO Check (48-00) and others of M10 and the coupling of the gear, and repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 22-N) 6. Check the operation with IO Check (48-00) of PS50 and PS51 and others, and repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 22-N) 7. Replace PS50. 8. Replace PS51. 9. Replace M10. 10. Replace DCPS1. 11. Replace PRCB. 12. Replace M10 and DCPS1 at a time.;;
C-2222;Main body: Toner bottle motor abnormality;When the toner bottle motor (M15) is active, an error detection signal is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Toner bottle motor (M15) • DC power supply/2 (DCPS2);;- The output check on the IO check mode has restrictive conditions. Check the IO check mode list before the output check. 3. Check the connector connection between DCPS2 and M15, and the wiring. Then repair it when there is any abnormality. 4. Check the connector connection between DCPS2 and PRCB, and the wiring. Then repair it when there is any abnormality. 5. Replace M15. 6. Replace PRCB. 7. Replace DCPS2.;1. Check that the toner bottle door is closed properly, and repair it when there is any abnormality. 2. Check the IO Check (01-00) and others of the M15 and the coupling of the gear. Then repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 16-B);;
C-2223;Main body: Low drum load torque abnormality;Within a specified period of time after the low load torque recovery control of the drum motor/Y (M1), the drum motor/M (M2), the drum motor/C (M3), the drum motor/K (M4) starts, either of the torque is not recovered.;when an alert occurs The main body and the option stop immediately.;• Drum motor/Y (M1) • Drum motor/M (M2) • Drum motor/C (M3) • Drum motor/K (M4) • Printer control board (PRCB);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the drum unit, and repair it when there is any abnormality. 2. Check the connector connection between PRCB and M1, M2, M3, M4, and the wiring. Then repair it when there is any abnormality. 3. Check IO Check (41-00) and others of M1, IO Check (41-05) and others of M2, IO Check (41-10) and others of M3, IO Check (41-15) and others of M4 and the coupling of the gear, and repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5):15-N, 15-N, 16-N) 4. Replace M1, M2, M3 or M4. 5. Replace PRCB.;;
C-2224;Main body: Toner collection motor/Up;When the waste toner collection motor/1 (M13) is active, an error detection signal of M13 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Toner collection motor/1 (M13);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the toner supply section, and repair it when there is any abnormality. 2. Check IO Check (54-22) of M13 and the coupling of the gear, and repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 7-B) 3. Replace M13. 4. Replace PRCB.;;
C-2225;Main body: Toner collection motor/Down;When the waste toner collection motor/2 (M14) is active, an error detection signal of M14 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Toner collection motor/2 (M14);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the toner supply section, and repair it when there is any abnormality. 2. Check the IO Check (54-23) and others of the M14 and the coupling of the gear. Then repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 8-B) 3. Replace M14. 4. Replace PRCB.;;
C-2251;Main body: Drum motor Y speed fluctuation detection;When the drum motor/Y (M1) is active, an error detection signal of M1 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Drum motor/Y (M1) • Encoder sensor/Y1 (PS52), Encoder sensor/Y2 (PS53) • DC power supply/2 (DCPS2);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the IO Check (41-00) and others of the M1 and the coupling of the gear. Then repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 15-N) 2. Check the connector connection between PRCB, and M1 and PS52, PS53, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between DCPS2 and PRCB, and the wiring. Then repair it when there is any abnormality. 4. Replace PS52 and PS53. 5. Replace M1. 6. Replace PRCB. 7. Replace DCPS2.;;
C-2252;Main body: Drum motor M speed fluctuation detection;When the drum motor/M (M2) is active, an error detection signal of M2 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Drum motor/M (M2) • Encoder sensor/M1 (PS54), Encoder sensor/Y2 (PS55) • DC power supply/2 (DCPS2);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the IO Check (41-05) and others of the M1 and the coupling of the gear. Then repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 15-N) 2. Check the connector connection between PRCB, and M2 and PS54, PS55, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between DCPS2 and PRCB, and the wiring. Then repair it when there is any abnormality. 4. Replace PS54 and PS55. 5. Replace M2. 6. Replace PRCB. 7. Replace DCPS2.;;
C-2253;Main body: Drum motor C speed fluctuation detection;When the drum motor/C (M3) is active, an error detection signal of M3 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Drum motor/C (M3) • Encoder sensor/C1 (PS57), Encoder sensor/C2 (PS56) • DC power supply/2 (DCPS2);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the IO Check (41-10) and others of the M3 and the coupling of the gear. Then repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 16-N) 2. Check the connector connection between PRCB, and M3 and PS56, PS57, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between DCPS2 and PRCB, and the wiring. Then repair it when there is any abnormality. 4. Replace PS56 and PS57. 5. Replace M3. 6. Replace PRCB. 7. Replace DCPS2.;;
C-2254;Main body: Drum motor K speed fluctuation detection;When the drum motor/K (M4) is active, an error detection signal of M4 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Drum motor/K (M4) • Encoder sensor/K1 (PS58), Encoder sensor/K2 (PS59) • DC power supply/2 (DCPS2);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the IO Check (41-15) and others of the M4 and the coupling of the gear. Then repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 17-N) 2. Check the connector connection between PRCB, and M4 and PS58, PS59, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between DCPS2 and PRCB, and the wiring. Then repair it when there is any abnormality. 4. Replace PS58 and PS59. 5. Replace M1. 6. Replace PRCB. 7. Replace DCPS2.;;
C-2303*;Main body: Fan abnormality;When the transfer belt fan (FM17) is active, an error detection signal of FM17 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Transfer belt fan (FM17);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the connector connection between PRCB and FM17, and the wiring. Then repair it when there is any abnormality. 2. Rotate FM17 by hand or the IO Check (42-10). Then repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 15-I) 3. Replace FM17. 4. Replace PRCB.;;
C-2304*;Main body: Fan abnormality;When the developing fan/1 (FM26) is active, an error detection signal of FM26 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Developing fan/1 (FM26);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the connector connection between PRCB and FM26, and the wiring. Then repair it when there is any abnormality. 2. Rotate FM26 by hand or the IO Check (42-07). Then repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 5-B) 3. Replace FM26 and PRCB at the same time.;;
C-2305*;Main body: Fan abnormality;When the developing fan/2 (FM27) is active, an error detection signal of FM27 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Developing fan/2 (FM27);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the connector connection between PRCB and FM27, and the wiring. Then repair it when there is any abnormality. 2. Rotate FM27 by hand or the IO Check (42-07). Then repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 5-B) 3. Replace FM27. 4. Replace PRCB.;;
C-2306*;Main body: Fan abnormality;When the drum motor cooling fan/2 (FM7) is active, an error detection signal of FM7 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Drum motor cooling fan/2 (FM7);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the connector connection between PRCB and FM7, and the wiring. Then repair it when there is any abnormality. 2. Rotate FM7 by hand or the IO Check (42-09). Then repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 8- I) 3. Replace FM7. 4. Replace PRCB.;;
C-2307*;Main body: Fan abnormality;When the developing fan/3 (FM28) is active, an error detection signal of FM28 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Developing fan/3 (FM28);;"- The message """"Please call service"""" is displayed on the panel.";1. Check the connector connection between PRCB and FM28, and the wiring. Then repair it when there is any abnormality. 2. Rotate FM28 by hand or the IO Check (42-07). Then repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 5-B) 3. Replace FM28. 4. Replace PRCB.;;
C-2401;Main body: Erase lamp/Y abnormality;It cannot be detected that the erase lamp/Y (EL1) is installed.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Erase lamp/Y (EL1);;"- The message """"Please call service"""" is displayed on the panel.";1. Check that the process unit is correctly installed without looseness, and reinstall or repair it when there is any abnormality. 2. Check the EL1 section, and clean or repair it when there is any abnormality. (Wiring diagram: Main body (2/5): 21-E) 3. Check the connector connection between PRCB and EL1, and the wiring.Then repair it when there is any abnormality. 4. Replace EL1. 5. Replace PRCB. 6. Replace EL1 and PRCB at the same time.;;
